streetAddress2,desktopHours/desktopHours/Monday,desktopHours/desktopHours/Tuesday,desktopHours/desktopHours/Wednesday,desktopHours/desktopHours/Thursday,desktopHours/desktopHours/Friday,desktopHours/desktopHours/Saturday,desktopHours/desktopHours/Sunday,agentPaymentType,detail.hours/Monday,detail.hours/Tuesday,detail.hours/Wednesday,detail.hours/Thursday,detail.hours/Friday,detail.hours/Saturday,detail.hours/Sunday,sunOpenTime,is_dormant,thuCloseTime,searchName,wedCloseTime,friCloseTime,time_zone,monCloseTime,phone,satOpenTime,s_phone,postal,city,name,NAID,location,latitude,state,streetAddress,thuOpenTime,wedOpenTime,tueOpenTime,bankAccountRequired,streetAddress3,formattedAddress,satCloseTime,friOpenTime,country,locator_id,longitude,sunCloseTime,atmLocation,monOpenTime,tueCloseTime,2CharCountryISO,networkName,type,distance,tzOffset,detail.services/0,detail.services/1,detail.services/2,detail.services/3,detail.services/4,detail.services/5,detail.services/6,id,desktopServices/0/desktopServices/0,desktopServices/0/desktopServices/1,desktopServices/0/desktopServices/2,desktopServices/0/desktopServices/3,desktopServices/0/desktopServices/4,desktopServices/0/desktopServices/5,desktopServices/0/desktopServices/6,CODECL,stage_and_pay,COUNTRY_NAME,orig_id,Spanish_Message,actionFilter,English_Message,services,detailsUrl,sendToCuba,wuAgent,detail.services/7,detail.services/8,detail.services/9,desktopServices/0/desktopServices/7,desktopServices/0/desktopServices/8,desktopServices/0/desktopServices/9
NEAR AL AHLI MEDICAL CENTER,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE AL MARFA,23:59,23:59,Asia/Dubai,23:59,(+971) 2-8835454,08:50,97128835454,,Abu Dhabi,AL FARDAN EXCHANGE AL MARFA,6224f8898a76dc688257851586a1eb3f,"24.091996,53.493203",24.091996,ABU DHABI,Bldg Al Ahli Medical Center Al Marfa St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Al Ahli Medical Center Al Marfa St, Near Al Ahli Medical Center, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,53.493203,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,82.34,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,f7369eaab0114a7289d69e1e7963f8af,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420319,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/f7369eaab0114a7289d69e1e7963f8af,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR: PARCO HYPERMARKET,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:00 AM - 10:00 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:00 AM - 10:00 PM,08:30 AM - 10:30 PM,08:30 AM - 10:30 PM,08:30,,22:30,LULU INTERNATIONAL EXCHANGE LLC,22:30,22:00,Asia/Dubai,22:30,(+971) 2-6547000,08:30,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.151399,54.426182",24.151399,ABU DHABI,Bldg Parco Hypermarket Hameem St,08:30,08:30,08:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Parco Hypermarket Hameem St, Near: Parco Hypermarket, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",22:30,08:00,AE,,54.426182,22:30,N,08:30,22:30,AE,LULU INTERNATIONAL EXCHANGE LL,,99.82,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,756807ea0d281b87e45d7594fee41fb6,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AUE220529,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/756807ea0d281b87e45d7594fee41fb6,FALSE,FALSE,,,,,,
NEAR: AL MADINA HYOERMARKET AL BIHOUTH,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 5-4398755,08:30,97154398755,,Dhafra,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.151441,54.427232",24.151441,ABU DHABI,Bldg Al Madina Market Al Bihouth St,08:30,08:30,08:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Al Madina Market Al Bihouth St, Near: Al Madina Hyoermarket Al Bihouth, Transaction Limits By Rom 00937849, Dhafra, Abu Dhabi, Ae",23:00,08:30,AE,,54.427232,23:00,N,08:30,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,99.88,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,b117285bd4cde7a6ae4aaea046f36af7,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220801,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/dhafra/b117285bd4cde7a6ae4aaea046f36af7,FALSE,FALSE,,,,,,
HAMEEM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,EMIRATES INDIA INTL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5852306,08:30,97125852306,7190,Abu Dhabi,EMIRATES INDIA INTL EXCHANGE,baa69c5e8c583d39353a618a046d60f2,"24.155493,54.424972",24.155493,ABU DHABI,Shop No Gf 104 Al Dhafra Mal,08:30,08:30,08:30,N,LIMITS BY CMP 00749942,"Shop No Gf 104 Al Dhafra Mal, Hameem, Limits By Cmp 00749942, Abu Dhabi, Abu Dhabi, Ae",23:00,08:30,AE,,54.424972,23:00,N,08:30,23:00,AE,EMIRATES INDIA INTL EXCHANGE,,100.11,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,bcb9f890a507701df40aecf77a1ece63,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AJ2230258,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/bcb9f890a507701df40aecf77a1ece63,FALSE,FALSE,,,,,,
"Near Al Salam Living City Camp,",09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,Lulu International Exchange LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 506258230,09:00,9.71506E+11,,Hameem,Lulu International Exchange LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.155758,54.425349",24.155758,Abu Dhabi,"Shop No. 104, Al Dhafra Mall",09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Shop No. 104, Al Dhafra Mall, Near Al Salam Living City Camp,, Transaction Limits By Rom 00937849, Hameem, Abu Dhabi, Ae",23:00,09:00,AE,,54.425349,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,100.16,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,8d99727f6f3b80793eede5e9df5ace59,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED221473,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/hameem/8d99727f6f3b80793eede5e9df5ace59,FALSE,FALSE,,,,,,
"BLDG ADMIN HAMEEM ROAD ST, ABUDHABI",09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00,,22:00,ORIENT EXCHANGE CO   L L C,22:00,22:00,Asia/Dubai,22:00,(+971) 2-5850029,09:00,97125850029,,Abu Dhabi,ORIENT EXCHANGE CO   L L C,9001a4fba338c7829fda600484d55d9f,"24.154955,54.428222",24.154955,ABU DHABI,Al Salam Living City Camp,09:00,09:00,09:00,N,LIMITS BY CMP 00749942,"Al Salam Living City Camp, Bldg Admin Hameem Road St, Abudhabi, Limits By Cmp 00749942, Abu Dhabi, Abu Dhabi, Ae",22:00,09:00,AE,,54.428222,22:00,N,09:00,22:00,AE,ORIENT EXCHANGE COMPANY L.L.C.,,100.26,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,6075341629e9cc03128f1c9a304ea952,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED100912,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/6075341629e9cc03128f1c9a304ea952,FALSE,FALSE,,,,,,
ABUDHABI,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00 AM - 10:30 AM,09:00,,10:30,TASAMEEM,10:30,10:30,Asia/Dubai,10:30,(+971) 2-6281931,09:00,97126281931,7190,Abudhabi,TASAMEEM,baa69c5e8c583d39353a618a046d60f2,"24.317173,54.472656",24.317173,ABU DHABI,Tasameem Worker City Musaffah,09:00,09:00,09:00,N,LIMITS BY CMP 00749942,"Tasameem Worker City Musaffah, Abudhabi, Limits By Cmp 00749942, Abudhabi, Abu Dhabi, Ae",10:30,09:00,AE,,54.472656,10:30,N,09:00,10:30,AE,EMIRATES INDIA INTL EXCHANGE,,117.62,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,8098219f49b7d0da2f13e734077886be,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AJ2230478,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abudhabi/8098219f49b7d0da2f13e734077886be,FALSE,FALSE,,,,,,
"Inside Tasameem Workers City,",09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,Lulu International Exchange LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 506258323,09:00,9.71506E+11,,Mussafah,Lulu International Exchange LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.317654,54.472373",24.317654,Abu Dhabi,Shop No. 3 Building K.,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Shop No. 3 Building K., Inside Tasameem Workers City,, Transaction Limits By Rom 00937849, Mussafah, Abu Dhabi, Ae",23:00,09:00,AE,,54.472373,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,117.65,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,c6507c8437e58e3ff9b6b8da3f062584,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED221495,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/mussafah/c6507c8437e58e3ff9b6b8da3f062584,FALSE,FALSE,,,,,,
NEAR AL GHAYATHI HYPERMARKET,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE GAYATHI SANAYA,23:59,23:59,Asia/Dubai,23:59,(+971) 2-8740258,08:50,97128740258,,Abu Dhabi,AL FARDAN EXCHANGE GAYATHI SANAYA,6224f8898a76dc688257851586a1eb3f,"23.914984,52.804491",23.914984,ABU DHABI,Bldg Al Mansoori Silk St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Al Mansoori Silk St, Near Al Ghayathi Hypermarket, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,52.804491,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,119.51,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,d56ffdc574cc1d155d8935160390b106,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420737,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/d56ffdc574cc1d155d8935160390b106,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR GHAYATHI MALL  ARADA RD,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-8731983,08:00,97128731983,,Ruwais,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"23.911458,52.802224",23.911458,ABU DHABI,Bldg Ghayathi Mall Ghayathi St,08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Ghayathi Mall Ghayathi St, Near Ghayathi Mall  Arada Rd, Limits By Cmp 749942, Ruwais, Abu Dhabi, Ae",23:59,08:00,AE,,52.802224,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,119.54,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,2c9bbbbcd9fa90b0d74719d94463a62c,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED015311,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/ruwais/2c9bbbbcd9fa90b0d74719d94463a62c,FALSE,FALSE,,,,,,
NEAR LULU HYPERMARKET GHAYATHI,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE GHAYATHI MALL,23:59,23:59,Asia/Dubai,23:59,(+971) 2-8745051,08:50,97128745051,498,Abu Dhabi,AL FARDAN EXCHANGE GHAYATHI MALL,6224f8898a76dc688257851586a1eb3f,"23.911324,52.801944",23.911324,ABU DHABI,Bldg Ghayathi Mall Ghayathi St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Ghayathi Mall Ghayathi St, Near Lulu Hypermarket Ghayathi, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,52.801944,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,119.56,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,143463e0801b4f5cbe961a92a98138b8,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED421024,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/143463e0801b4f5cbe961a92a98138b8,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR ICAD MALL,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00,,23:30,AL RAZOUKI INTL EXCHANGE CO,23:30,23:30,Asia/Dubai,23:30,(+971) 2-5502939,08:00,97125502939,,Abu Dhabi,AL RAZOUKI INTL EXCHANGE CO,3354a6e17d35a28b54be09d17ae84945,"24.339053,54.488985",24.339053,ABU DHABI,Bldg Icad Mall Ind Area St,08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Icad Mall Ind Area St, Near Icad Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:30,08:00,AE,,54.488985,23:30,N,08:00,23:30,AE,AL RAZOUKI INTL EXCHANGE CO.,,120.56,240,Cash Money Transfer,Mobile Money Transfer,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,,b29e08f01f8474d4dae7ffb8fbbc0723,moneyTransferSend,mobileMoneyTransfer,moneyTransfer,directToBusiness,quickPay,quickCash,,9,,United Arab Emirates,AED080232,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/b29e08f01f8474d4dae7ffb8fbbc0723,FALSE,FALSE,,,,,,
AREA MUSSAFAH INDUSTRIAL,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,FEDERAL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6419119,08:30,97126419119,29407,Icad,FEDERAL EXCHANGE,e288f6281690153279f7f520317a0ef1,"24.339405,54.489145",24.339405,ABU DHABI,Bldg Icad Mall Shop R004 M41 St,08:30,08:30,08:30,N,LIMITS BY ROS 00791332,"Bldg Icad Mall Shop R004 M41 St, Area Mussafah Industrial, Limits By Ros 00791332, Icad, Abu Dhabi, Ae",23:00,08:30,AE,,54.489145,23:00,N,08:30,23:00,AE,FEDERAL EXCHANGE,,120.6,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,944cbf69fbbab299e3d8292ecbd9c569,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AJ2190031,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/icad/944cbf69fbbab299e3d8292ecbd9c569,FALSE,FALSE,,,,,,
NEAR ICAD MALL,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE ICAD MALL,23:59,23:59,Asia/Dubai,23:59,(+971) 4-3513535,08:50,97143513535,,Abu Dhabi,AL FARDAN EXCHANGE ICAD MALL,6224f8898a76dc688257851586a1eb3f,"24.339253,54.489476",24.339253,ABU DHABI,Bldg Icad Mall Musaffah St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Icad Mall Musaffah St, Near Icad Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.489476,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,120.6,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,9a130f12869f463f43595a1b2eada97b,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420650,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/9a130f12869f463f43595a1b2eada97b,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
"Inside Smart Gift Hyper Market Building,",09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,Lulu International Exchange LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 506258351,09:00,9.71506E+11,,Al Mafraq,Lulu International Exchange LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.280132,54.581346",24.280132,Abu Dhabi,"Jam Yafour, Al Mafraq Industrial Area",09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Jam Yafour, Al Mafraq Industrial Area, Inside Smart Gift Hyper Market Building,, Transaction Limits By Rom 00937849, Al Mafraq, Abu Dhabi, Ae",23:00,09:00,AE,,54.581346,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,120.72,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,01bcaf95520b0656c730c8ec07e147f9,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED221505,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/al-mafraq/01bcaf95520b0656c730c8ec07e147f9,FALSE,FALSE,,,,,,
